Employee_ID,Age,Gender,Department,Position,Tenure,Performance_Rating,Salary,Recruitment_Source,Satisfaction_Score,Last_Promotion_Years,Work_Life_Balance,Overworked,Job_Satisfaction,Distance_From_Work,Commute_Time,Number_Of_Promotions,Turnover,Turnover_Description
EMP0947,56,Male,Marketing,Engineer,28,1,54495,Campus Recruitment,3.8,2,3,0,3,26,63,3,0,Retention
EMP0948,42,Male,Marketing,Manager,25,1,94550,Job Board,4.2,3,3,0,1,44,48,4,0,Retention
EMP0949,58,Male,Finance,Specialist,20,2,111384,Campus Recruitment,3.2,0,5,0,5,12,58,1,1,Turnover
EMP0950,26,Male,Sales,Engineer,13,1,66483,Internal Referral,3,0,4,0,5,18,36,3,0,Retention
EMP0951,40,Female,Sales,Specialist,4,2,103373,Job Board,6.2,0,1,0,5,9,45,2,0,Retention
EMP0952,35,Male,Marketing,Analyst,5,5,64069,Campus Recruitment,4.3,8,4,1,5,49,21,4,1,Turnover
EMP0953,47,Male,Sales,Analyst,5,2,37370,Job Board,2.3,7,1,1,1,21,35,4,0,Retention
EMP0954,25,Female,Marketing,Specialist,29,1,101947,Job Board,1.8,4,4,0,4,48,30,2,0,Retention
EMP0955,46,Female,Finance,Engineer,21,5,69133,Job Board,3,4,2,0,2,49,34,0,0,Retention
EMP0956,63,Female,Marketing,Engineer,29,1,30692,Campus Recruitment,4.7,8,4,0,5,40,57,3,0,Retention
EMP0957,46,Male,Marketing,Manager,17,2,58926,Internal Referral,3.5,2,5,0,2,43,58,2,1,Turnover
EMP0958,39,Male,Finance,Analyst,13,3,103984,Job Board,1.3,2,1,1,2,24,61,4,1,Turnover
EMP0959,61,Male,Sales,Manager,9,4,73390,Internal Referral,3.3,6,3,0,5,34,33,3,0,Retention
EMP0960,29,Female,Marketing,Manager,13,1,79593,Internal Referral,3.5,8,5,0,4,8,62,3,1,Turnover
EMP0961,60,Female,Marketing,Specialist,12,2,105609,Campus Recruitment,1.1,5,1,0,2,44,83,0,0,Retention
EMP0962,61,Male,Finance,Specialist,29,5,35209,Campus Recruitment,3.5,1,1,0,3,33,25,4,0,Retention
EMP0963,35,Female,Sales,Manager,2,1,36533,Internal Referral,2.5,0,3,1,2,23,43,1,1,Turnover
EMP0964,53,Female,Marketing,Analyst,29,1,116597,Job Board,1.7,1,2,0,5,13,59,0,0,Retention
EMP0965,59,Female,Finance,Specialist,5,4,37211,Campus Recruitment,5.1,0,5,0,1,49,82,0,0,Retention
EMP0966,54,Male,Marketing,Manager,28,2,39927,Job Board,2.4,9,3,0,2,14,50,1,0,Retention
EMP0967,44,Female,Engineering,Manager,7,3,107463,Job Board,2.8,9,3,1,4,14,62,1,0,Retention
EMP0968,36,Female,Finance,Manager,11,5,54594,Job Board,2.8,8,2,1,3,16,29,0,0,Retention
EMP0969,54,Male,Sales,Manager,12,2,104852,Internal Referral,3.5,9,5,0,3,49,58,3,0,Retention
EMP0970,46,Male,Sales,Manager,10,5,107713,Job Board,5.3,7,3,0,1,38,81,2,0,Retention
EMP0971,38,Female,Sales,Manager,11,1,106382,Internal Referral,2.3,6,2,0,1,39,88,2,0,Retention
EMP0972,54,Female,Sales,Specialist,0,4,37933,Internal Referral,3.2,2,5,0,2,26,54,0,1,Turnover
EMP0973,23,Male,Marketing,Analyst,16,4,70696,Job Board,3.6,7,4,0,5,26,28,3,1,Turnover
EMP0974,35,Male,Marketing,Manager,15,3,95449,Job Board,2.6,1,1,0,4,1,77,1,0,Retention
EMP0975,61,Female,Sales,Engineer,10,4,97616,Job Board,3.2,1,2,0,3,32,65,0,1,Turnover
EMP0976,61,Female,Sales,Specialist,12,1,36089,Job Board,4.1,9,1,0,1,15,72,4,0,Retention
EMP0977,60,Female,Sales,Specialist,17,3,86548,Internal Referral,2.7,2,4,1,4,21,29,3,0,Retention
EMP0978,27,Female,Marketing,Manager,10,2,56123,Job Board,3.2,6,3,0,5,18,79,4,0,Retention
EMP0979,27,Male,Sales,Specialist,27,4,37797,Job Board,3.1,0,3,0,3,30,69,4,0,Retention
EMP0980,24,Female,Sales,Manager,11,3,80013,Internal Referral,3.4,7,5,0,3,13,24,0,0,Retention
EMP0981,28,Female,Engineering,Analyst,5,1,38346,Campus Recruitment,3.7,6,2,0,5,24,56,3,0,Retention
EMP0982,29,Male,Engineering,Analyst,8,5,115414,Campus Recruitment,4.1,3,2,0,3,30,25,4,0,Retention
EMP0983,63,Female,Sales,Specialist,15,5,63672,Internal Referral,5.4,4,5,1,5,2,30,3,0,Retention
EMP0984,36,Male,Finance,Specialist,3,1,47653,Campus Recruitment,0.8,9,1,0,3,19,87,2,1,Turnover
EMP0985,50,Female,Sales,Engineer,2,1,79556,Internal Referral,3.3,0,3,1,2,47,33,4,0,Retention
EMP0986,54,Female,Engineering,Specialist,27,5,56140,Job Board,2.1,3,3,0,5,44,45,4,1,Turnover
EMP0987,51,Male,Finance,Engineer,15,3,31184,Job Board,3.1,0,2,0,4,47,87,3,1,Turnover
EMP0988,60,Male,Finance,Analyst,23,5,64493,Campus Recruitment,4.4,0,2,0,2,25,67,2,0,Retention
EMP0989,48,Female,Sales,Analyst,26,1,74148,Job Board,4.7,9,5,0,4,14,22,4,0,Retention
EMP0990,57,Female,Engineering,Manager,25,4,54846,Campus Recruitment,4.7,0,4,0,3,6,38,0,0,Retention
EMP0991,50,Female,Engineering,Analyst,29,2,52195,Campus Recruitment,4.7,6,1,1,4,12,22,3,1,Turnover
EMP0992,59,Male,Finance,Engineer,24,4,35606,Job Board,3.3,6,4,1,2,20,62,3,0,Retention
EMP0993,54,Female,Sales,Specialist,11,4,33956,Job Board,4.9,3,4,1,5,23,44,4,0,Retention
EMP0994,58,Male,Marketing,Manager,10,1,46555,Campus Recruitment,5.1,1,2,1,1,30,72,2,0,Retention
EMP0995,48,Male,Marketing,Engineer,4,5,48690,Job Board,3.6,2,2,1,4,30,69,4,0,Retention
EMP0996,54,Female,Engineering,Specialist,24,3,88502,Internal Referral,4.7,7,2,0,1,38,87,1,1,Turnover
EMP0997,25,Male,Marketing,Manager,17,4,78849,Job Board,3.5,7,4,0,4,30,76,4,0,Retention
EMP0998,43,Female,Engineering,Analyst,18,5,56347,Job Board,4.9,5,1,0,4,41,62,1,1,Turnover
EMP0999,23,Female,Engineering,Engineer,22,3,79056,Internal Referral,3.3,9,2,0,5,30,18,0,0,Retention
EMP1000,31,Female,Engineering,Specialist,22,4,93851,Job Board,2.9,8,3,1,3,36,51,3,0,Retention
